foxf1_normalized	bmp4_normalized
0.273885	0.246978
0.318471	0.230258
0.295117	0.259670
0.227176	0.222603
0.321656	0.238920
0.483015	0.217365
0.308917	0.255641
0.323779	0.250403
0.260085	0.247985
0.385350	0.232877
0.318471	0.249597
0.389597	0.234488
0.357749	0.219178
0.289809	0.231668
0.345011	0.255842
0.332272	0.216358
0.403397	0.230459
0.207006	0.221797
0.368365	0.229855
0.424628	0.237510
0.384289	0.222603
0.321656	0.241942
0.255839	0.208300
0.315287	0.206890
0.428875	0.214545
0.252654	0.215149
0.337580	0.242949
0.456476	0.201249
0.290870	0.215149
0.266454	0.197824
0.389597	0.195810
0.365180	0.221595
0.294055	0.179895
0.315287	0.198630
0.290870	0.170830
0.382166	0.177478
0.305732	0.186745
0.295117	0.182514
0.330149	0.187349
0.373673	0.196213
0.272824	0.194400
0.375796	0.171636
0.354565	0.163981
0.395966	0.195608
0.434183	0.252417
0.306794	0.216761
0.168790	0.159146
0.505308	0.193795
0.309979	0.177679
0.328025	0.182514
0.303609	0.195205
0.302548	0.183521
0.342887	0.204875
0.269639	0.197421
0.460722	0.200443
0.297240	0.202659
0.450106	0.207494
0.218684	0.206890
0.276008	0.162168
0.303609	0.203666
0.283439	0.188759
0.367304	0.180500
0.125265	0.168010
0.260085	0.208904
0.297240	0.177679
0.299363	0.158541
0.349257	0.176471
0.376858	0.157937
0.265393	0.168614
0.523355	0.154512
0.352442	0.154512
0.438429	0.164384
0.305732	0.177478
0.316348	0.188356
0.530786	0.162973
0.287686	0.181305
0.286624	0.189363
0.407643	0.202861
0.543524	0.209710
0.312102	0.161966
0.367304	0.193795
0.355626	0.200040
0.301486	0.199033
0.323779	0.193795
0.219745	0.176471
0.298301	0.145850
0.244161	0.140008
0.357749	0.154915
0.306794	0.161563
0.312102	0.164182
0.415074	0.146656
0.271762	0.159347
0.267516	0.133360
0.253715	0.133360
0.201699	0.130943
0.321656	0.144239
0.307856	0.148670
0.309979	0.143634
0.265393	0.126511
0.324841	0.152699
0.305732	0.142224
0.288747	0.184529
0.331210	0.174255
0.436306	0.167808
0.332272	0.180298
0.345011	0.158541
0.369427	0.193392
0.401274	0.176068
0.279193	0.181708
0.187898	0.125101
0.408705	0.159347
0.384289	0.151088
0.335456	0.146454
0.289809	0.156930
0.133758	0.143433
0.351380	0.136180
0.272824	0.153102
0.339703	0.134367
0.440552	0.167002
0.404459	0.147462
0.401274	0.155520
0.229299	0.173650
0.237792	0.140612
0.277070	0.135979
0.289809	0.152297
0.330149	0.129936
0.345011	0.129331
0.217622	0.127921
0.181529	0.131346
0.352442	0.138396
0.281316	0.118453
0.304671	0.134367
0.284501	0.120064
0.283439	0.113417
0.429936	0.108985
0.385350	0.134770
0.274947	0.114222
0.308917	0.126108
0.236730	0.113014
0.265393	0.094480
0.289809	0.130338
0.227176	0.097905
0.212314	0.129734
0.262208	0.105761
0.313163	0.102941
0.303609	0.100524
0.252654	0.110193
0.246285	0.114222
0.388535	0.139807
0.244161	0.142627
0.306794	0.162571
0.184713	0.175060
0.194268	0.171233
0.339703	0.130741
0.232484	0.145649
0.246285	0.136785
0.311040	0.132957
0.255839	0.142425
0.251592	0.137591
0.305732	0.147260
0.322718	0.121676
0.381104	0.138195
0.298301	0.113417
0.243100	0.130137
0.342887	0.129734
0.242038	0.140612
0.264331	0.180902
0.347134	0.135979
0.289809	0.116841
0.340764	0.160355
0.223992	0.131144
0.392781	0.120266
0.296178	0.109388
0.196391	0.113417
0.170913	0.101732
0.299363	0.099114
0.323779	0.125705
0.274947	0.129331
0.269639	0.144843
0.205945	0.125504
0.404459	0.157534
0.181529	0.170629
0.227176	0.150282
0.364119	0.137389
0.175159	0.170629
0.299363	0.125705
0.252654	0.139807
0.320594	0.139605
0.269639	0.118856
0.181529	0.125705
0.229299	0.084005
0.301486	0.088235
0.209130	0.093674
0.358811	0.082796
0.148620	0.079774
0.268577	0.063255
0.268577	0.081386
0.207006	0.084811
0.251592	0.087429
0.301486	0.084408
0.301486	0.099919
0.186837	0.090048
0.229299	0.080379
0.141189	0.074134
0.313163	0.097301
0.230361	0.068896
0.252654	0.095689
0.194268	0.057413
0.248408	0.075342
0.168790	0.070105
0.219745	0.074134
0.299363	0.070306
0.277070	0.072321
0.322718	0.050363
0.215499	0.065874
0.116773	0.040492
0.271762	0.062047
0.164544	0.051974
0.212314	0.056406
0.160297	0.052981
0.300425	0.043513
0.264331	0.044521
0.314225	0.040492
0.152866	0.032434
0.295117	0.047744
0.365180	0.039081
0.248408	0.022562
0.227176	0.049960
0.149682	0.031023
0.220807	0.027800
0.188960	0.035858
0.186837	0.015310
0.300425	0.036060
0.245223	0.017728
0.273885	0.007655
0.217622	0.023973
0.187898	0.020346
0.181529	0.021555
0.173036	0.015109
0.194268	0.012691
0.138004	0.018332
0.229299	0.011886
0.131635	0.042506
0.193206	0.038074
0.095541	0.038678
0.343949	0.064666
0.211253	0.041096
0.078556	0.044521
0.175159	0.069500
0.179406	0.060032
0.207006	0.055197
0.160297	0.075745
0.107219	0.063255
0.191083	0.061644
0.169851	0.072119
0.080679	0.102538
0.065817	0.118856
0.145435	0.151088
0.220807	0.207293
0.204883	0.207293
0.335456	0.158541
0.210191	0.150685
0.141189	0.143433
0.213376	0.151491
0.301486	0.148066
0.129512	0.166600
0.299363	0.169420
0.295117	0.150081
0.194268	0.147260
0.244161	0.212329
0.134820	0.211523
0.125265	0.192184
0.194268	0.185737
0.314225	0.187147
0.403397	0.217365
0.378981	0.256044
0.259023	0.272361
0.345011	0.292305
0.331210	0.318493
0.267516	0.286865
0.272824	0.286060
0.402335	0.276591
0.303609	0.255842
0.427813	0.301974
0.449045	0.325544
0.653928	0.285858
0.556263	0.288678
0.430998	0.299960
0.539278	0.322321
0.594480	0.328364
0.497877	0.326350
0.582803	0.341861
0.459660	0.347905
0.367304	0.336019
0.474522	0.313658
0.488323	0.312651
0.356688	0.299960
0.625265	0.293715
0.440552	0.347099
0.422505	0.320306
0.384289	0.286060
0.397028	0.336019
0.426752	0.288880
0.538217	0.313054
0.520170	0.311845
0.464968	0.319702
0.357749	0.323932
0.440552	0.337631
0.400212	0.358582
0.435244	0.365431
0.373673	0.337429
0.399151	0.380540
0.676221	0.367244
0.567941	0.358380
0.495754	0.368453
0.524416	0.390210
0.414013	0.415592
0.456476	0.406124
0.429936	0.386180
0.444798	0.328364
0.424628	0.341660
0.515924	0.341459
0.581741	0.376309
0.528662	0.429492
0.550955	0.443594
0.458599	0.371273
0.544586	0.355359
0.409766	0.355157
0.563694	0.318695
0.426752	0.367647
0.399151	0.407333
0.451168	0.351128
0.485138	0.377720
0.468153	0.336825
0.400212	0.328163
0.508493	0.345488
0.478769	0.340250
0.528662	0.332393
0.621019	0.332796
0.493631	0.321918
0.374735	0.316882
0.269639	0.340048
0.486200	0.350322
0.395966	0.345085
0.390658	0.349718
0.421444	0.368654
0.434183	0.348711
0.406582	0.358179
0.384289	0.336422
0.286624	0.335818
0.393843	0.352135
0.414013	0.372683
0.476645	0.357977
0.389597	0.365834
0.472399	0.363820
0.507431	0.362812
0.424628	0.370064
0.343949	0.365028
0.279193	0.362208
0.492569	0.341459
0.446921	0.324940
0.355626	0.314666
0.267516	0.316076
0.496815	0.322925
0.334395	0.348308
0.478769	0.347099
0.311040	0.335214
0.452229	0.308421
0.357749	0.308421
0.403397	0.299557
0.186837	0.303586
0.434183	0.291096
0.400212	0.317284
0.513800	0.311644
0.581741	0.301168
0.634820	0.344480
0.512739	0.316277
0.336518	0.290693
0.366242	0.279412
0.557325	0.273973
0.409766	0.289484
0.535032	0.284851
0.399151	0.304996
0.471338	0.325745
0.377919	0.286865
0.274947	0.284649
0.407643	0.297945
0.282378	0.318090
0.427813	0.319299
0.278132	0.297139
0.355626	0.275584
0.316348	0.279613
0.556263	0.286463
0.447983	0.262288
0.420382	0.298348
0.352442	0.283239
0.195329	0.275181
0.242038	0.280218
0.216561	0.279009
0.391720	0.314464
0.342887	0.291096
0.468153	0.315874
0.422505	0.337027
0.607219	0.345689
0.380042	0.348509
0.345011	0.380338
0.423567	0.381749
0.387473	0.335415
0.353503	0.333400
0.341826	0.292909
0.389597	0.264504
0.377919	0.255842
0.235669	0.253828
0.395966	0.252417
0.303609	0.257655
0.282378	0.267929
0.337580	0.271757
0.364119	0.265109
0.433121	0.249799
0.313163	0.260878
0.373673	0.232272
0.253715	0.246172
0.377919	0.261080
0.355626	0.248791
0.312102	0.247180
0.405520	0.252619
0.292994	0.264102
0.296178	0.242143
0.366242	0.230661
0.425690	0.243151
0.331210	0.209911
0.376858	0.225826
0.328025	0.227236
0.374735	0.248388
0.218684	0.232272
0.377919	0.222804
0.288747	0.234690
0.294055	0.221797
0.128450	0.186745
0.481953	0.226833
0.390658	0.213739
0.334395	0.219178
0.291932	0.200846
0.222930	0.202659
0.298301	0.196011
0.221868	0.188759
0.489384	0.196817
0.366242	0.188759
0.364119	0.188356
0.428875	0.212933
0.348195	0.178485
0.386412	0.202659
0.353503	0.192184
0.416136	0.167204
0.374735	0.176471
0.401274	0.208501
0.411890	0.208904
0.347134	0.225020
0.328025	0.177478
0.483015	0.204472
0.353503	0.191982
0.358811	0.194601
0.356688	0.211523
0.168790	0.191982
0.425690	0.182917
0.360934	0.183924
0.380042	0.193191
0.367304	0.204472
0.288747	0.194198
0.340764	0.194198
0.439490	0.216358
0.401274	0.173247
0.345011	0.182917
0.420382	0.205681
0.338641	0.184529
0.365180	0.193392
0.185775	0.157736
0.408705	0.176269
0.374735	0.163376
0.405520	0.174053
0.298301	0.174859
0.269639	0.160757
0.357749	0.175866
0.333333	0.180097
0.373673	0.179492
0.324841	0.190371
0.392781	0.190572
0.316348	0.176672
0.284501	0.199234
0.338641	0.206084
0.299363	0.183320
0.454352	0.200645
0.302548	0.200645
0.458599	0.190975
0.256900	0.167808
0.389597	0.175866
0.411890	0.178082
0.365180	0.150483
0.350318	0.172240
0.341826	0.134166
0.278132	0.152498
0.269639	0.159549
0.202760	0.166801
0.288747	0.167808
0.269639	0.138598
0.363057	0.143836
0.331210	0.136382
0.301486	0.152498
0.261146	0.131144
0.306794	0.130741
0.261146	0.147663
0.297240	0.133965
0.264331	0.130943
0.306794	0.180097
0.288747	0.169621
0.348195	0.162973
0.397028	0.195810
0.339703	0.188356
0.251592	0.166801
0.308917	0.166600
0.348195	0.163779
0.429936	0.171837
0.370488	0.159146
0.223992	0.171434
0.326964	0.146253
0.356688	0.131346
0.274947	0.130137
0.438429	0.139605
0.378981	0.162168
0.281316	0.135778
0.290870	0.134770
0.266454	0.129734
0.216561	0.148872
0.188960	0.121475
0.317410	0.161362
0.319533	0.135375
0.470276	0.135778
0.225053	0.119057
0.282378	0.127518
0.335456	0.140814
0.345011	0.137994
0.209130	0.142828
0.348195	0.136583
0.213376	0.107172
0.251592	0.114021
0.377919	0.132554
0.248408	0.132353
0.393843	0.098308
0.369427	0.128928
0.220807	0.131346
0.267516	0.127317
0.297240	0.103747
0.378981	0.139001
0.409766	0.143433
0.229299	0.086221
0.213376	0.100121
0.414013	0.110798
0.372611	0.115834
0.227176	0.125907
0.148620	0.116640
0.210191	0.150685
0.273885	0.136583
0.276008	0.134367
0.295117	0.156930
0.202760	0.142425
0.351380	0.165794
0.223992	0.153707
0.391720	0.164988
0.447983	0.155721
0.292994	0.136583
0.378981	0.141418
0.259023	0.138598
0.273885	0.124899
0.408705	0.129130
0.239915	0.113215
0.243100	0.128324
0.171975	0.139605
0.294055	0.129331
0.169851	0.117043
0.229299	0.155923
0.298301	0.138195
0.185775	0.136785
0.198514	0.133159
0.272824	0.120669
0.273885	0.095890
0.154989	0.089243
0.222930	0.116438
0.363057	0.103747
0.291932	0.129130
0.312102	0.118856
0.208068	0.137591
0.350318	0.119863
0.255839	0.159146
0.252654	0.138598
0.297240	0.145447
0.353503	0.128928
0.295117	0.132151
0.357749	0.130741
0.250531	0.135576
0.228238	0.106970
0.265393	0.129533
0.261146	0.107575
0.359873	0.110798
0.252654	0.084408
0.272824	0.100322
0.123142	0.074134
0.371550	0.072724
0.284501	0.080782
0.166667	0.069299
0.210191	0.074134
0.325902	0.076148
0.166667	0.077357
0.349257	0.081789
0.268577	0.091257
0.263270	0.086221
0.284501	0.071716
0.236730	0.089041
0.289809	0.079976
0.251592	0.092667
0.300425	0.074738
0.195329	0.070508
0.229299	0.077558
0.365180	0.071313
0.358811	0.094279
0.387473	0.071112
0.177282	0.067083
0.303609	0.067284
0.201699	0.063860
0.227176	0.063658
0.325902	0.048348
0.183652	0.063255
0.283439	0.056205
0.095541	0.037268
0.301486	0.036463
0.183652	0.027196
0.252654	0.040290
0.177282	0.042305
0.334395	0.042909
0.297240	0.046132
0.156051	0.032836
0.134820	0.041700
0.240977	0.043916
0.183652	0.019541
0.262208	0.021757
0.200637	0.013296
0.154989	0.016922
0.139066	0.007454
0.263270	0.007252
0.202760	0.009468
0.163482	0.004029
0.138004	0.003022
0.312102	0.018131
0.200637	0.000000
0.171975	0.011080
0.042463	0.024376
0.118896	0.043916
0.294055	0.061241
0.316348	0.046737
0.149682	0.064867
0.160297	0.046535
0.166667	0.062651
0.168790	0.079371
0.183652	0.072522
0.116773	0.056003
0.227176	0.063054
0.148620	0.082192
0.123142	0.081185
0.301486	0.112208
0.144374	0.092667
0.230361	0.116237
0.232484	0.135375
0.285563	0.195810
0.127389	0.183320
0.220807	0.164786
0.201699	0.160959
0.199575	0.121475
0.173036	0.143836
0.231423	0.137389
0.250531	0.166398
0.229299	0.188558
0.280255	0.148066
0.256900	0.186745
0.197452	0.172844
0.261146	0.204472
0.322718	0.212127
0.292994	0.212329
0.296178	0.225423
0.318471	0.247583
0.259023	0.262893
0.309979	0.266116
0.289809	0.271354
0.315287	0.312651
0.199575	0.293312
0.252654	0.334206
0.290870	0.324940
0.392781	0.257051
0.363057	0.268332
0.513800	0.332796
0.414013	0.294521
0.613588	0.309831
0.383227	0.330580
0.412951	0.311644
0.684713	0.302780
0.670913	0.312450
0.562633	0.314263
0.592357	0.348711
0.441614	0.333400
0.455414	0.316076
0.480892	0.314263
0.509554	0.324738
0.528662	0.341459
0.505308	0.370669
0.501062	0.355761
0.343949	0.352135
0.420382	0.350725
0.427813	0.320709
0.356688	0.330983
0.372611	0.360193
0.492569	0.329774
0.349257	0.333602
0.444798	0.369460
0.301486	0.368654
0.429936	0.391418
0.464968	0.355560
0.478769	0.346696
0.523355	0.357776
0.505308	0.348308
0.425690	0.397260
0.387473	0.419017
0.366242	0.411765
0.369427	0.387591
0.621019	0.395044
0.387473	0.389404
0.544586	0.394641
0.376858	0.390411
0.454352	0.385375
0.529724	0.410153
0.572187	0.429492
0.488323	0.373892
0.492569	0.350121
0.544586	0.348711
0.610403	0.362409
0.359873	0.347703
0.556263	0.387792
0.481953	0.364222
0.567941	0.375302
0.542463	0.348711
0.526539	0.340250
0.469214	0.309428
0.498938	0.332595
0.591295	0.336422
0.508493	0.334408
0.463907	0.329573
0.387473	0.336624
0.562633	0.358985
0.488323	0.381950
0.378981	0.393634
0.367304	0.361201
0.346072	0.372079
0.398089	0.362812
0.466030	0.372683
0.318471	0.342063
0.478769	0.336825
0.370488	0.364827
0.345011	0.367849
0.447983	0.392828
0.455414	0.394843
0.415074	0.345689
0.451168	0.362006
0.340764	0.339444
0.427813	0.344883
0.407643	0.365834
0.479830	0.327961
0.382166	0.319500
0.503185	0.330782
0.495754	0.330177
0.485138	0.343876
0.316348	0.356970
0.467091	0.394843
0.419321	0.359992
0.373673	0.326753
0.590234	0.343272
0.419321	0.297139
0.337580	0.308219
0.372611	0.275786
0.389597	0.325342
0.358811	0.297945
0.416136	0.308219
0.384289	0.288880
0.563694	0.289887
0.559448	0.299557
0.437367	0.292305
0.503185	0.288678
0.594480	0.299557
0.430998	0.297542
0.391720	0.282635
0.366242	0.274577
0.439490	0.301168
0.321656	0.288477
0.279193	0.303989
0.467091	0.281225
0.455414	0.300564
0.456476	0.305197
0.225053	0.286261
0.404459	0.283038
0.378981	0.271354
0.322718	0.264706
0.353503	0.266720
0.399151	0.291096
0.422505	0.276793
0.345011	0.271152
0.372611	0.293513
0.420382	0.283441
0.364119	0.261886
0.411890	0.271958
0.358811	0.323731
0.458599	0.324940
0.382166	0.354351
0.353503	0.350121
0.441614	0.372885
0.348195	0.353948
0.460722	0.331587
0.240977	0.311845
0.330149	0.292707
0.295117	0.259670
0.450106	0.276189
0.403397	0.278606
0.296178	0.282031
0.437367	0.270749
0.201699	0.245568
0.357749	0.259871
0.484076	0.247381
0.418259	0.224214
0.395966	0.226833
0.295117	0.244561
0.244161	0.236301
0.231423	0.217164
0.378981	0.250604
0.260085	0.247381
0.282378	0.239122
0.442675	0.230459
0.338641	0.256648
0.320594	0.209911
0.407643	0.212127
0.370488	0.206285
0.343949	0.232675
0.365180	0.223811
0.332272	0.241741
0.394904	0.230056
0.395966	0.227035
0.380042	0.225222
0.334395	0.225624
0.255839	0.209307
0.248408	0.214545
0.407643	0.197824
0.348195	0.211120
0.422505	0.210717
0.303609	0.186140
0.305732	0.225826
0.213376	0.181708
0.388535	0.201048
0.320594	0.181104
0.408705	0.161563
0.410828	0.194601
0.375796	0.180701
0.381104	0.194601
0.485138	0.183723
0.314225	0.175665
0.414013	0.174859
0.440552	0.215149
0.349257	0.188356
0.347134	0.198832
0.305732	0.201652
0.264331	0.189766
0.330149	0.184730
0.365180	0.198832
0.408705	0.188356
0.333333	0.202861
0.443737	0.183723
0.440552	0.194803
0.228238	0.189363
0.352442	0.223006
0.357749	0.223207
0.246285	0.203666
0.335456	0.203666
0.356688	0.205077
0.377919	0.194803
0.306794	0.180701
0.325902	0.183521
0.291932	0.178284
0.328025	0.179895
0.454352	0.162571
0.456476	0.169420
0.278132	0.167607
0.446921	0.153707
0.483015	0.184529
0.331210	0.157131
0.411890	0.170226
0.213376	0.160757
0.255839	0.174255
0.368365	0.172442
0.367304	0.183924
0.228238	0.171233
0.256900	0.184529
0.443737	0.207091
0.358811	0.187752
0.456476	0.190975
0.259023	0.190774
0.392781	0.193594
0.372611	0.158139
0.235669	0.164988
0.259023	0.150282
0.160297	0.140008
0.282378	0.163175
0.415074	0.128324
0.279193	0.148872
0.394904	0.154311
0.335456	0.152901
0.336518	0.147260
0.332272	0.157534
0.390658	0.148469
0.330149	0.140612
0.132696	0.128122
0.234607	0.144641
0.237792	0.142828
0.386412	0.144440
0.251592	0.150081
0.237792	0.134166
0.321656	0.185334
0.371550	0.170629
0.305732	0.201048
0.400212	0.180902
0.351380	0.181507
0.363057	0.197824
0.355626	0.190371
0.395966	0.171434
0.368365	0.136382
0.243100	0.151289
0.268577	0.160959
0.233546	0.142425
0.190021	0.141217
0.251592	0.137389
0.406582	0.151894
0.291932	0.142828
0.220807	0.133763
0.304671	0.139202
0.218684	0.131749
0.242038	0.102740
0.328025	0.142627
0.270701	0.140210
0.325902	0.139001
0.253715	0.127115
0.314225	0.109589
0.300425	0.132957
0.288747	0.105963
0.321656	0.133965
0.251592	0.120467
0.262208	0.147865
0.268577	0.144037
0.290870	0.125705
0.274947	0.106366
0.371550	0.120467
0.204883	0.131144
0.393843	0.136382
0.403397	0.141821
0.196391	0.121273
0.216561	0.118453
0.219745	0.127720
0.256900	0.113215
0.264331	0.099114
0.265393	0.092869
0.294055	0.115834
0.190021	0.103546
0.284501	0.126712
0.284501	0.111201
0.374735	0.152095
0.316348	0.144440
0.168790	0.153102
0.358811	0.175665
0.361996	0.172039
0.308917	0.156930
0.321656	0.141620
0.330149	0.121273
0.347134	0.123892
0.312102	0.133562
0.370488	0.115633
0.336518	0.107977
0.287686	0.154714
0.341826	0.113618
0.357749	0.127115
0.278132	0.143433
0.263270	0.158944
0.446921	0.182313
0.270701	0.171837
0.314225	0.159952
0.325902	0.130540
0.453291	0.110999
0.222930	0.091459
0.262208	0.098711
0.139066	0.117849
0.222930	0.119460
0.214437	0.134972
0.162420	0.112208
0.266454	0.140008
0.175159	0.131547
0.234607	0.134972
0.257962	0.125705
0.246285	0.149275
0.290870	0.144843
0.096603	0.117647
0.198514	0.114424
0.326964	0.107373
0.191083	0.124093
0.035032	0.096495
0.342887	0.117446
0.317410	0.104553
0.226115	0.075342
0.174098	0.077357
0.129512	0.069098
0.195329	0.080983
0.226115	0.080580
0.208068	0.081386
0.140127	0.069299
0.188960	0.091056
0.312102	0.089041
0.222930	0.098509
0.332272	0.112611
0.334395	0.097502
0.158174	0.110395
0.319533	0.072724
0.191083	0.084609
0.360934	0.098106
0.188960	0.084811
0.269639	0.070911
0.223992	0.064061
0.138004	0.077558
0.266454	0.056608
0.225053	0.085214
0.329087	0.061039
0.136943	0.066076
0.191083	0.063658
0.083864	0.067284
0.227176	0.041902
0.270701	0.054795
0.145435	0.045125
0.250531	0.056003
0.335456	0.036060
0.107219	0.032031
0.141189	0.027599
0.267516	0.043916
0.249469	0.053586
0.141189	0.022160
0.276008	0.019541
0.375796	0.049355
0.307856	0.044722
0.249469	0.017929
0.093418	0.017526
0.138004	0.017123
0.100849	0.012087
0.204883	0.013296
0.169851	0.017929
0.222930	0.023771
0.211253	0.026189
0.218684	0.036865
0.213376	0.032635
0.140127	0.021555
0.300425	0.007454
0.074310	0.005439
0.115711	0.042909
0.208068	0.045931
0.143312	0.029613
0.183652	0.055802
0.219745	0.046938
0.067941	0.046737
0.182590	0.073731
0.207006	0.063054
0.129512	0.056809
0.193206	0.068896
0.157113	0.069903
0.121019	0.071313
0.237792	0.072522
0.097665	0.095286
0.207006	0.118251
0.046709	0.126712
0.295117	0.118856
0.209130	0.145649
0.202760	0.176873
0.131635	0.172240
0.216561	0.161362
0.215499	0.126914
0.255839	0.160757
0.314225	0.163981
0.202760	0.153908
0.196391	0.178485
0.150743	0.164384
0.380042	0.158340
0.149682	0.155318
0.260085	0.193795
0.227176	0.221595
0.218684	0.226833
0.180467	0.261684
0.238854	0.239525
0.232484	0.254230
0.360934	0.267123
0.259023	0.238719
0.440552	0.264102
0.352442	0.301370
0.170913	0.322925
0.333333	0.362208
0.321656	0.303384
0.361996	0.299154
0.394904	0.292707
0.456476	0.315874
0.377919	0.328566
0.421444	0.313860
0.594480	0.304795
0.593418	0.330983
0.428875	0.349114
0.411890	0.330580
0.628450	0.311644
0.363057	0.335616
0.433121	0.321313
0.394904	0.360999
0.539278	0.351934
0.688960	0.304996
0.582803	0.363417
0.330149	0.349919
0.378981	0.394843
0.377919	0.403707
0.440552	0.392425
0.458599	0.360395
0.285563	0.372482
0.391720	0.371072
0.372611	0.353747
0.342887	0.367849
0.385350	0.366035
0.427813	0.396454
0.459660	0.370669
0.536093	0.381346
0.528662	0.372885
0.622081	0.360999
0.432059	0.373288
0.503185	0.358582
0.500000	0.402498
0.385350	0.349315
0.385350	0.370467
0.572187	0.389807
0.543524	0.417405
0.372611	0.399879
0.476645	0.385576
0.462845	0.374698
0.453291	0.393433
0.469214	0.441378
0.506369	0.420427
0.480892	0.385375
0.491507	0.355761
0.434183	0.371676
0.696391	0.378928
0.353503	0.350927
0.471338	0.368251
0.479830	0.358380
0.566879	0.345689
0.505308	0.348912
0.446921	0.340250
0.490446	0.348711
0.719745	0.359992
0.426752	0.338638
0.452229	0.362208
0.474522	0.378928
0.503185	0.360395
0.518047	0.363014
0.348195	0.374093
0.484076	0.367244
0.361996	0.351330
0.411890	0.348308
0.352442	0.356164
0.375796	0.342466
0.516985	0.356164
0.452229	0.362812
0.399151	0.430097
0.307856	0.379734
0.383227	0.330379
0.491507	0.333602
0.397028	0.344279
0.473461	0.350725
0.467091	0.350927
0.336518	0.347703
0.468153	0.353143
0.458599	0.328767
0.520170	0.330379
0.264331	0.332595
0.405520	0.360596
0.426752	0.356970
0.416136	0.366640
0.500000	0.335818
0.367304	0.331789
0.337580	0.357373
0.410828	0.326148
0.299363	0.318292
0.411890	0.323731
0.411890	0.319299
0.440552	0.300766
0.450106	0.302377
0.336518	0.282635
0.454352	0.328163
0.376858	0.298751
0.449045	0.279009
0.390658	0.294521
0.399151	0.293312
0.439490	0.316277
0.486200	0.282434
0.532909	0.285254
0.472399	0.313860
0.485138	0.268131
0.341826	0.310234
0.421444	0.294118
0.271762	0.314263
0.309979	0.276189
0.428875	0.295931
0.360934	0.246172
0.365180	0.284649
0.347134	0.277599
0.360934	0.274577
0.490446	0.284045
0.486200	0.280218
0.267516	0.235093
0.354565	0.268131
0.558386	0.281426
0.290870	0.273167
0.398089	0.277599
0.399151	0.298550
0.384289	0.332192
0.262208	0.308219
0.439490	0.357172
0.356688	0.328163
0.368365	0.328566
0.380042	0.342667
0.528662	0.355963
0.381104	0.298952
0.393843	0.275584
0.314225	0.267123
0.292994	0.272965
0.418259	0.286060
0.346072	0.271958
0.392781	0.278405
0.464968	0.269742
0.380042	0.258259
0.341826	0.249597
0.422505	0.260475
0.320594	0.241942
0.326964	0.255842
0.390658	0.254432
0.422505	0.270548
0.384289	0.235093
0.336518	0.244158
0.307856	0.260073
0.406582	0.239323
0.254777	0.234085
0.337580	0.235294
0.256900	0.241539
0.348195	0.240330
0.508493	0.234085
0.440552	0.255238
0.416136	0.249396
0.303609	0.205681
0.287686	0.210113
0.409766	0.229654
0.290870	0.206285
0.360934	0.247180
0.408705	0.237510
0.389597	0.211523
0.330149	0.217768
0.404459	0.218171
0.385350	0.201450
0.487261	0.211523
0.389597	0.210314
0.342887	0.208098
0.319533	0.195608
0.378981	0.213336
0.428875	0.185939
0.308917	0.185536
0.248408	0.165794
0.307856	0.187752
0.391720	0.197019
0.370488	0.196414
0.462845	0.191378
0.420382	0.175866
0.330149	0.193191
0.325902	0.165189
0.367304	0.194198
0.357749	0.203666
0.304671	0.180902
0.389597	0.192587
0.371550	0.190774
0.322718	0.203868
0.427813	0.191982
0.311040	0.217164
0.358811	0.192788
0.371550	0.188155
0.365180	0.211523
0.496815	0.194601
0.462845	0.187349
0.429936	0.213336
0.383227	0.203263
0.287686	0.180298
0.398089	0.174859
0.388535	0.179291
0.375796	0.174456
0.406582	0.160153
0.358811	0.170629
0.299363	0.177478
0.286624	0.169017
0.312102	0.188155
0.409766	0.162973
0.273885	0.163376
0.367304	0.185334
0.235669	0.184932
0.298301	0.189565
0.254777	0.188961
0.316348	0.201853
0.238854	0.175665
0.386412	0.171233
0.357749	0.190169
0.360934	0.178485
0.401274	0.170427
0.417197	0.177478
0.358811	0.166398
0.484076	0.160556
0.378981	0.152498
0.328025	0.131950
0.321656	0.127720
0.332272	0.159750
0.347134	0.157333
0.372611	0.146656
0.439490	0.141821
0.244161	0.145044
0.394904	0.139807
0.340764	0.147260
0.385350	0.158340
0.384289	0.161765
0.272824	0.161362
0.286624	0.140612
0.274947	0.141821
0.296178	0.159146
0.402335	0.166600
0.263270	0.169017
0.340764	0.151491
0.297240	0.173449
0.150743	0.182917
0.283439	0.190572
0.392781	0.160556
0.199575	0.146052
0.516985	0.162772
0.457537	0.151692
0.403397	0.153505
0.481953	0.148469
0.432059	0.140814
0.346072	0.134569
0.415074	0.156728
0.312102	0.128727
0.282378	0.136180
0.233546	0.156124
0.320594	0.120064
0.286624	0.122280
0.254777	0.120870
0.403397	0.139807
0.369427	0.142828
0.375796	0.142425
0.324841	0.115028
0.231423	0.133360
0.181529	0.148670
0.249469	0.138396
0.356688	0.131749
0.269639	0.133965
0.279193	0.136382
0.353503	0.122482
0.294055	0.118050
0.262208	0.137792
0.384289	0.125907
0.411890	0.144843
0.325902	0.129331
0.261146	0.150081
0.147558	0.110193
0.220807	0.120870
0.183652	0.100524
0.304671	0.105560
0.436306	0.125504
0.334395	0.120669
0.216561	0.126712
0.278132	0.124496
0.278132	0.129130
0.368365	0.134166
0.282378	0.143433
0.350318	0.171031
0.251592	0.150685
0.245223	0.129533
0.278132	0.160757
0.357749	0.119863
