source_path	dest_name	bytes	sha256
LPM_NMP_Pluripotent/protein_class_Transcription.tsv	protein_class_Transcription.tsv	3554122	c161758b85724e9fa2146f8902f81931d3ecbc585c91c69230a8e74cc352f9f5
