foxa2_normalized	foxf1_normalized_foxa2_panel	sox2_normalized	foxf1_normalized_sox2_panel
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.014286	0.000000	0.014286
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.050000	0.000000	0.050000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.007143	0.000000	0.007143
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.064286	0.000000	0.064286
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.045455	0.000000
0.000000	0.000000	0.090909	0.000000
0.000000	0.000000	0.090909	0.000000
0.000000	0.000000	0.159091	0.000000
0.000000	0.000000	0.204545	0.000000
0.000000	0.028571	0.272727	0.028571
0.000000	0.107143	0.318182	0.107143
0.000000	0.000000	0.363636	0.000000
0.000000	0.028571	0.363636	0.028571
0.000000	0.092857	0.363636	0.092857
0.000000	0.085714	0.386364	0.085714
0.000000	0.014286	0.340909	0.014286
0.000000	0.078571	0.363636	0.078571
0.000000	0.000000	0.386364	0.000000
0.000000	0.014286	0.386364	0.014286
0.000000	0.000000	0.409091	0.000000
0.000000	0.057143	0.431818	0.057143
0.000000	0.000000	0.431818	0.000000
0.000000	0.150000	0.431818	0.150000
0.000000	0.000000	0.431818	0.000000
0.000000	0.014286	0.431818	0.014286
0.000000	0.014286	0.454545	0.014286
0.000000	0.007143	0.431818	0.007143
0.000000	0.028571	0.431818	0.028571
0.000000	0.000000	0.431818	0.000000
0.000000	0.028571	0.431818	0.028571
0.000000	0.042857	0.431818	0.042857
0.000000	0.035714	0.477273	0.035714
0.000000	0.028571	0.500000	0.028571
0.000000	0.050000	0.545455	0.050000
0.000000	0.128571	0.545455	0.128571
0.000000	0.021429	0.500000	0.021429
0.000000	0.064286	0.477273	0.064286
0.000000	0.085714	0.431818	0.085714
0.000000	0.042857	0.409091	0.042857
0.000000	0.050000	0.363636	0.050000
0.000000	0.000000	0.386364	0.000000
0.000000	0.000000	0.386364	0.000000
0.000000	0.107143	0.386364	0.107143
0.000000	0.092857	0.409091	0.092857
0.041667	0.000000	0.409091	0.000000
0.020833	0.028571	0.409091	0.028571
0.000000	0.000000	0.409091	0.000000
0.020833	0.014286	0.409091	0.014286
0.000000	0.078571	0.409091	0.078571
0.041667	0.050000	0.386364	0.050000
0.041667	0.071429	0.363636	0.071429
0.041667	0.000000	0.386364	0.000000
0.041667	0.057143	0.386364	0.057143
0.041667	0.050000	0.386364	0.050000
0.062500	0.035714	0.386364	0.035714
0.062500	0.071429	0.409091	0.071429
0.041667	0.000000	0.386364	0.000000
0.062500	0.057143	0.386364	0.057143
0.062500	0.000000	0.363636	0.000000
0.083333	0.085714	0.386364	0.085714
0.083333	0.064286	0.363636	0.064286
0.083333	0.014286	0.363636	0.014286
0.104167	0.007143	0.363636	0.007143
0.125000	0.064286	0.363636	0.064286
0.125000	0.107143	0.363636	0.107143
0.166667	0.028571	0.363636	0.028571
0.187500	0.000000	0.340909	0.000000
0.187500	0.064286	0.340909	0.064286
0.229167	0.028571	0.340909	0.028571
0.229167	0.092857	0.340909	0.092857
0.229167	0.085714	0.363636	0.085714
0.229167	0.092857	0.340909	0.092857
0.229167	0.014286	0.295455	0.014286
0.187500	0.092857	0.272727	0.092857
0.187500	0.042857	0.250000	0.042857
0.187500	0.121429	0.272727	0.121429
0.229167	0.021429	0.227273	0.021429
0.250000	0.135714	0.250000	0.135714
0.208333	0.078571	0.227273	0.078571
0.229167	0.085714	0.227273	0.085714
0.187500	0.078571	0.227273	0.078571
0.187500	0.114286	0.204545	0.114286
0.208333	0.200000	0.159091	0.200000
0.208333	0.164286	0.159091	0.164286
0.229167	0.114286	0.181818	0.114286
0.229167	0.278571	0.181818	0.278571
0.229167	0.200000	0.181818	0.200000
0.229167	0.178571	0.181818	0.178571
0.229167	0.157143	0.159091	0.157143
0.250000	0.100000	0.159091	0.100000
0.250000	0.264286	0.113636	0.264286
0.229167	0.107143	0.090909	0.107143
0.208333	0.192857	0.068182	0.192857
0.250000	0.128571	0.045455	0.128571
0.250000	0.257143	0.045455	0.257143
0.312500	0.057143	0.045455	0.057143
0.333333	0.171429	0.022727	0.171429
0.375000	0.085714	0.022727	0.085714
0.395833	0.271429	0.022727	0.271429
0.395833	0.164286	0.022727	0.164286
0.437500	0.285714	0.000000	0.285714
0.437500	0.150000	0.000000	0.150000
0.479167	0.257143	0.022727	0.257143
0.500000	0.335714	0.022727	0.335714
0.500000	0.471429	0.000000	0.471429
0.479167	0.328571	0.000000	0.328571
0.479167	0.335714	0.000000	0.335714
0.500000	0.557143	0.000000	0.557143
0.500000	0.278571	0.000000	0.278571
0.500000	0.342857	0.000000	0.342857
0.437500	0.414286	0.000000	0.414286
0.437500	0.371429	0.000000	0.371429
0.395833	0.428571	0.000000	0.428571
0.375000	0.335714	0.000000	0.335714
0.291667	0.257143	0.000000	0.257143
0.312500	0.271429	0.000000	0.271429
0.270833	0.335714	0.000000	0.335714
0.291667	0.200000	0.000000	0.200000
0.250000	0.185714	0.000000	0.185714
0.229167	0.371429	0.000000	0.371429
0.250000	0.500000	0.000000	0.500000
0.291667	0.478571	0.000000	0.478571
0.291667	0.378571	0.000000	0.378571
0.312500	0.371429	0.000000	0.371429
0.333333	0.242857	0.000000	0.242857
0.333333	0.314286	0.000000	0.314286
0.333333	0.271429	0.000000	0.271429
0.354167	0.271429	0.000000	0.271429
0.375000	0.350000	0.000000	0.350000
0.354167	0.328571	0.000000	0.328571
0.354167	0.357143	0.000000	0.357143
0.354167	0.228571	0.000000	0.228571
0.333333	0.092857	0.000000	0.092857
0.312500	0.285714	0.000000	0.285714
0.291667	0.185714	0.000000	0.185714
0.291667	0.278571	0.000000	0.278571
0.312500	0.285714	0.000000	0.285714
0.333333	0.378571	0.000000	0.378571
0.312500	0.307143	0.000000	0.307143
0.333333	0.328571	0.000000	0.328571
0.333333	0.257143	0.000000	0.257143
0.395833	0.285714	0.000000	0.285714
0.416667	0.357143	0.000000	0.357143
0.416667	0.214286	0.000000	0.214286
0.437500	0.342857	0.000000	0.342857
0.458333	0.414286	0.000000	0.414286
0.479167	0.585714	0.000000	0.585714
0.437500	0.485714	0.000000	0.485714
0.416667	0.428571	0.000000	0.428571
0.375000	0.435714	0.000000	0.435714
0.354167	0.321429	0.000000	0.321429
0.354167	0.271429	0.000000	0.271429
0.291667	0.185714	0.000000	0.185714
0.250000	0.200000	0.000000	0.200000
0.208333	0.042857	0.000000	0.042857
0.187500	0.221429	0.000000	0.221429
0.166667	0.078571	0.000000	0.078571
0.166667	0.178571	0.000000	0.178571
0.145833	0.214286	0.000000	0.214286
0.104167	0.378571	0.000000	0.378571
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.035714	0.000000	0.035714
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.100000	0.000000	0.100000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.035714	0.000000	0.035714
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.007143	0.000000	0.007143
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.064286	0.000000	0.064286
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.057143	0.000000	0.057143
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.007143	0.000000	0.007143
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.050000	0.000000	0.050000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.021429	0.000000	0.021429
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.007143	0.000000	0.007143
0.000000	0.007143	0.000000	0.007143
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.007143	0.000000	0.007143
0.000000	0.028571	0.022727	0.028571
0.000000	0.078571	0.045455	0.078571
0.000000	0.000000	0.090909	0.000000
0.000000	0.000000	0.159091	0.000000
0.000000	0.000000	0.227273	0.000000
0.000000	0.000000	0.272727	0.000000
0.000000	0.000000	0.295455	0.000000
0.000000	0.000000	0.340909	0.000000
0.000000	0.000000	0.363636	0.000000
0.000000	0.007143	0.363636	0.007143
0.000000	0.042857	0.340909	0.042857
0.000000	0.035714	0.363636	0.035714
0.000000	0.028571	0.386364	0.028571
0.000000	0.128571	0.386364	0.128571
0.000000	0.000000	0.409091	0.000000
0.000000	0.000000	0.431818	0.000000
0.000000	0.000000	0.454545	0.000000
0.000000	0.085714	0.431818	0.085714
0.000000	0.000000	0.454545	0.000000
0.000000	0.000000	0.454545	0.000000
0.000000	0.000000	0.477273	0.000000
0.000000	0.000000	0.454545	0.000000
0.000000	0.028571	0.477273	0.028571
0.000000	0.000000	0.454545	0.000000
0.000000	0.000000	0.454545	0.000000
0.000000	0.021429	0.454545	0.021429
0.000000	0.028571	0.477273	0.028571
0.000000	0.000000	0.500000	0.000000
0.000000	0.014286	0.522727	0.014286
0.000000	0.000000	0.522727	0.000000
0.000000	0.021429	0.477273	0.021429
0.000000	0.000000	0.454545	0.000000
0.000000	0.000000	0.431818	0.000000
0.000000	0.028571	0.386364	0.028571
0.000000	0.000000	0.409091	0.000000
0.000000	0.021429	0.409091	0.021429
0.000000	0.000000	0.409091	0.000000
0.000000	0.000000	0.431818	0.000000
0.000000	0.035714	0.409091	0.035714
0.000000	0.035714	0.431818	0.035714
0.020833	0.085714	0.409091	0.085714
0.020833	0.042857	0.409091	0.042857
0.020833	0.042857	0.409091	0.042857
0.000000	0.057143	0.431818	0.057143
0.000000	0.085714	0.409091	0.085714
0.020833	0.000000	0.386364	0.000000
0.041667	0.000000	0.363636	0.000000
0.041667	0.000000	0.363636	0.000000
0.041667	0.064286	0.363636	0.064286
0.020833	0.000000	0.386364	0.000000
0.062500	0.014286	0.363636	0.014286
0.041667	0.000000	0.363636	0.000000
0.062500	0.100000	0.386364	0.100000
0.062500	0.042857	0.386364	0.042857
0.083333	0.114286	0.386364	0.114286
0.083333	0.007143	0.386364	0.007143
0.104167	0.000000	0.386364	0.000000
0.104167	0.000000	0.363636	0.000000
0.104167	0.114286	0.363636	0.114286
0.125000	0.035714	0.340909	0.035714
0.166667	0.107143	0.386364	0.107143
0.187500	0.128571	0.363636	0.128571
0.187500	0.064286	0.340909	0.064286
0.208333	0.007143	0.340909	0.007143
0.229167	0.221429	0.340909	0.221429
0.229167	0.057143	0.363636	0.057143
0.229167	0.064286	0.363636	0.064286
0.187500	0.028571	0.340909	0.028571
0.166667	0.000000	0.295455	0.000000
0.187500	0.000000	0.272727	0.000000
0.187500	0.057143	0.272727	0.057143
0.187500	0.000000	0.227273	0.000000
0.208333	0.000000	0.227273	0.000000
0.187500	0.028571	0.227273	0.028571
0.187500	0.042857	0.227273	0.042857
0.229167	0.164286	0.181818	0.164286
0.187500	0.057143	0.181818	0.057143
0.208333	0.128571	0.181818	0.128571
0.208333	0.114286	0.159091	0.114286
0.229167	0.321429	0.159091	0.321429
0.229167	0.000000	0.181818	0.000000
0.229167	0.178571	0.181818	0.178571
0.229167	0.178571	0.159091	0.178571
0.229167	0.128571	0.159091	0.128571
0.250000	0.250000	0.113636	0.250000
0.229167	0.221429	0.090909	0.221429
0.229167	0.064286	0.068182	0.064286
0.229167	0.114286	0.045455	0.114286
0.250000	0.150000	0.022727	0.150000
0.270833	0.350000	0.045455	0.350000
0.333333	0.207143	0.022727	0.207143
0.312500	0.128571	0.022727	0.128571
0.333333	0.071429	0.022727	0.071429
0.437500	0.207143	0.022727	0.207143
0.437500	0.264286	0.000000	0.264286
0.437500	0.307143	0.000000	0.307143
0.458333	0.278571	0.000000	0.278571
0.479167	0.250000	0.000000	0.250000
0.520833	0.350000	0.000000	0.350000
0.500000	0.235714	0.000000	0.235714
0.479167	0.235714	0.000000	0.235714
0.479167	0.378571	0.000000	0.378571
0.479167	0.371429	0.000000	0.371429
0.479167	0.342857	0.000000	0.342857
0.500000	0.321429	0.000000	0.321429
0.458333	0.407143	0.000000	0.407143
0.437500	0.528571	0.000000	0.528571
0.375000	0.314286	0.000000	0.314286
0.333333	0.292857	0.000000	0.292857
0.291667	0.342857	0.000000	0.342857
0.270833	0.385714	0.000000	0.385714
0.250000	0.307143	0.000000	0.307143
0.270833	0.235714	0.000000	0.235714
0.229167	0.235714	0.000000	0.235714
0.250000	0.257143	0.000000	0.257143
0.229167	0.307143	0.000000	0.307143
0.270833	0.378571	0.000000	0.378571
0.291667	0.400000	0.000000	0.400000
0.312500	0.350000	0.000000	0.350000
0.354167	0.421429	0.000000	0.421429
0.333333	0.350000	0.000000	0.350000
0.375000	0.364286	0.000000	0.364286
0.333333	0.278571	0.000000	0.278571
0.333333	0.192857	0.000000	0.192857
0.333333	0.414286	0.000000	0.414286
0.395833	0.314286	0.000000	0.314286
0.375000	0.400000	0.000000	0.400000
0.375000	0.221429	0.000000	0.221429
0.333333	0.228571	0.000000	0.228571
0.291667	0.250000	0.000000	0.250000
0.312500	0.350000	0.000000	0.350000
0.291667	0.321429	0.000000	0.321429
0.291667	0.171429	0.000000	0.171429
0.333333	0.164286	0.000000	0.164286
0.291667	0.228571	0.000000	0.228571
0.333333	0.257143	0.000000	0.257143
0.354167	0.335714	0.000000	0.335714
0.395833	0.228571	0.000000	0.228571
0.416667	0.300000	0.000000	0.300000
0.416667	0.328571	0.000000	0.328571
0.437500	0.400000	0.000000	0.400000
0.458333	0.435714	0.000000	0.435714
0.458333	0.564286	0.000000	0.564286
0.416667	0.414286	0.000000	0.414286
0.395833	0.371429	0.000000	0.371429
0.375000	0.214286	0.000000	0.214286
0.354167	0.185714	0.000000	0.185714
0.333333	0.285714	0.000000	0.285714
0.291667	0.321429	0.000000	0.321429
0.229167	0.292857	0.000000	0.292857
0.166667	0.300000	0.000000	0.300000
0.166667	0.178571	0.000000	0.178571
0.145833	0.050000	0.000000	0.050000
0.145833	0.357143	0.000000	0.357143
0.083333	0.378571	0.000000	0.378571
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.057143	0.000000	0.057143
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.007143	0.000000	0.007143
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.050000	0.000000	0.050000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.007143	0.000000	0.007143
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.035714	0.000000	0.035714
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.007143	0.000000	0.007143
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.078571	0.000000	0.078571
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.107143	0.000000	0.107143
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.014286	0.000000	0.014286
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.022727	0.000000
0.000000	0.092857	0.045455	0.092857
0.000000	0.000000	0.090909	0.000000
0.000000	0.000000	0.181818	0.000000
0.000000	0.000000	0.204545	0.000000
0.000000	0.035714	0.250000	0.035714
0.000000	0.000000	0.295455	0.000000
0.000000	0.114286	0.295455	0.114286
0.000000	0.050000	0.295455	0.050000
0.000000	0.000000	0.318182	0.000000
0.000000	0.021429	0.340909	0.021429
0.000000	0.057143	0.386364	0.057143
0.000000	0.028571	0.409091	0.028571
0.000000	0.000000	0.409091	0.000000
0.000000	0.007143	0.454545	0.007143
0.000000	0.042857	0.431818	0.042857
0.000000	0.150000	0.431818	0.150000
0.000000	0.135714	0.431818	0.135714
0.000000	0.000000	0.477273	0.000000
0.000000	0.085714	0.477273	0.085714
0.000000	0.000000	0.477273	0.000000
0.000000	0.000000	0.477273	0.000000
0.000000	0.000000	0.454545	0.000000
0.000000	0.000000	0.454545	0.000000
0.000000	0.042857	0.454545	0.042857
0.000000	0.100000	0.500000	0.100000
0.000000	0.000000	0.500000	0.000000
0.000000	0.000000	0.500000	0.000000
0.000000	0.000000	0.500000	0.000000
0.000000	0.000000	0.477273	0.000000
0.000000	0.000000	0.454545	0.000000
0.000000	0.014286	0.409091	0.014286
0.000000	0.057143	0.431818	0.057143
0.000000	0.000000	0.431818	0.000000
0.000000	0.028571	0.431818	0.028571
0.000000	0.000000	0.409091	0.000000
0.000000	0.000000	0.431818	0.000000
0.020833	0.000000	0.431818	0.000000
0.000000	0.000000	0.409091	0.000000
0.000000	0.114286	0.431818	0.114286
0.020833	0.078571	0.431818	0.078571
0.020833	0.042857	0.409091	0.042857
0.000000	0.135714	0.409091	0.135714
0.020833	0.035714	0.409091	0.035714
0.020833	0.178571	0.363636	0.178571
0.020833	0.000000	0.386364	0.000000
0.041667	0.157143	0.363636	0.157143
0.020833	0.028571	0.363636	0.028571
0.041667	0.000000	0.363636	0.000000
0.041667	0.000000	0.363636	0.000000
0.062500	0.142857	0.363636	0.142857
0.062500	0.021429	0.386364	0.021429
0.083333	0.000000	0.363636	0.000000
0.062500	0.035714	0.386364	0.035714
0.083333	0.000000	0.386364	0.000000
0.083333	0.092857	0.363636	0.092857
0.125000	0.042857	0.363636	0.042857
0.104167	0.028571	0.340909	0.028571
0.125000	0.050000	0.363636	0.050000
0.145833	0.107143	0.386364	0.107143
0.166667	0.171429	0.386364	0.171429
0.187500	0.042857	0.363636	0.042857
0.166667	0.135714	0.363636	0.135714
0.187500	0.078571	0.363636	0.078571
0.187500	0.092857	0.363636	0.092857
0.187500	0.071429	0.363636	0.071429
0.187500	0.035714	0.318182	0.035714
0.187500	0.078571	0.318182	0.078571
0.145833	0.064286	0.295455	0.064286
0.187500	0.107143	0.272727	0.107143
0.166667	0.021429	0.250000	0.021429
0.187500	0.042857	0.227273	0.042857
0.187500	0.000000	0.227273	0.000000
0.145833	0.135714	0.227273	0.135714
0.187500	0.085714	0.204545	0.085714
0.187500	0.214286	0.159091	0.214286
0.187500	0.135714	0.159091	0.135714
0.208333	0.121429	0.159091	0.121429
0.229167	0.028571	0.136364	0.028571
0.208333	0.128571	0.159091	0.128571
0.229167	0.128571	0.159091	0.128571
0.229167	0.078571	0.159091	0.078571
0.229167	0.128571	0.136364	0.128571
0.229167	0.150000	0.090909	0.150000
0.229167	0.092857	0.068182	0.092857
0.229167	0.214286	0.068182	0.214286
0.250000	0.150000	0.045455	0.150000
0.229167	0.185714	0.045455	0.185714
0.250000	0.135714	0.022727	0.135714
0.291667	0.135714	0.022727	0.135714
0.354167	0.135714	0.022727	0.135714
0.416667	0.228571	0.000000	0.228571
0.437500	0.221429	0.022727	0.221429
0.437500	0.214286	0.022727	0.214286
0.458333	0.228571	0.000000	0.228571
0.500000	0.285714	0.000000	0.285714
0.500000	0.314286	0.000000	0.314286
0.541667	0.335714	0.000000	0.335714
0.500000	0.164286	0.000000	0.164286
0.500000	0.285714	0.000000	0.285714
0.479167	0.271429	0.000000	0.271429
0.479167	0.328571	0.000000	0.328571
0.479167	0.285714	0.000000	0.285714
0.479167	0.400000	0.000000	0.400000
0.479167	0.350000	0.022727	0.350000
0.437500	0.292857	0.000000	0.292857
0.375000	0.292857	0.000000	0.292857
0.291667	0.364286	0.000000	0.364286
0.291667	0.307143	0.000000	0.307143
0.270833	0.400000	0.000000	0.400000
0.270833	0.421429	0.000000	0.421429
0.250000	0.257143	0.000000	0.257143
0.229167	0.414286	0.000000	0.414286
0.229167	0.300000	0.000000	0.300000
0.250000	0.350000	0.000000	0.350000
0.291667	0.371429	0.000000	0.371429
