measurement_name	bin_idx	bin_start_um	bin_end_um	bin_mid_um	bin_width_um	total_count_px	n_images	mean	sd	sem
fixed_sox2_bgz_over_dapi_gate	0	0.09012401849031448	110.72789001464844	73.79715728759766	110.63776599615812	819754	36	0.007261832141213947	0.0015030300018256874	0.0002505050003042812
fixed_sox2_bgz_over_dapi_gate	1	110.72795867919922	156.5625762939453	134.95480346679688	45.834617614746094	819755	36	0.007737236964102421	0.0014915269944496983	0.0002485878324082831
fixed_sox2_bgz_over_dapi_gate	2	156.5625762939453	191.7302703857422	174.7366485595703	35.167694091796875	819755	36	0.008092793377323283	0.001542330761010097	0.00025705512683501613
fixed_sox2_bgz_over_dapi_gate	3	191.73031616210938	221.38168334960938	206.9105224609375	29.6513671875	819755	36	0.008222846547141671	0.001594331635853297	0.0002657219393088828
fixed_sox2_bgz_over_dapi_gate	4	221.38168334960938	247.51458740234375	234.6889190673828	26.132904052734375	819755	36	0.008246506771279706	0.0016719264884353555	0.0002786544147392259
fixed_sox2_bgz_over_dapi_gate	5	247.5146026611328	271.18231201171875	259.5225524902344	23.667709350585938	819755	36	0.008115515513863001	0.001767041767926606	0.000294506961321101
fixed_sox2_bgz_over_dapi_gate	6	271.18231201171875	293.0216064453125	282.23260498046875	21.83929443359375	819755	36	0.007791668538832002	0.0017900362854519113	0.0002983393809086519
fixed_sox2_bgz_over_dapi_gate	7	293.0216369628906	313.46197509765625	303.34393310546875	20.440338134765625	819754	36	0.00736762637582918	0.0018106465854510363	0.0003017744309085061
fixed_sox2_bgz_over_dapi_gate	8	313.4620666503906	332.790771484375	323.21405029296875	19.328704833984375	819754	36	0.006920599689086278	0.0017660876432303038	0.00029434794053838397
fixed_sox2_bgz_over_dapi_gate	9	332.79083251953125	351.1492614746094	342.0450439453125	18.358428955078125	819755	36	0.006606101440007074	0.0016950012387877233	0.00028250020646462056
fixed_sox2_bgz_over_dapi_gate	10	351.1492614746094	368.67169189453125	359.97686767578125	17.522430419921875	819755	36	0.0064905940606776215	0.0016158104602280608	0.0002693017433713435
fixed_sox2_bgz_over_dapi_gate	11	368.6717224121094	385.443603515625	377.11419677734375	16.771881103515625	819754	36	0.0065927443210966885	0.001630798446185293	0.0002717997410308822
fixed_sox2_bgz_over_dapi_gate	12	385.44366455078125	401.570068359375	393.5552062988281	16.12640380859375	819756	36	0.0068332209937377935	0.0017203597431024941	0.00028672662385041567
fixed_sox2_bgz_over_dapi_gate	13	401.570068359375	417.1886291503906	409.41632080078125	15.618560791015625	819755	36	0.007203558653903504	0.00187011359061874	0.00031168559843645666
fixed_sox2_bgz_over_dapi_gate	14	417.18865966796875	432.385009765625	424.8204345703125	15.19635009765625	819754	36	0.007601683868819641	0.002055013139806627	0.0003425021899677711
fixed_sox2_bgz_over_dapi_gate	15	432.3850402832031	447.22393798828125	439.83111572265625	14.838897705078125	819754	36	0.007962634592937926	0.002227053113460766	0.00037117551891012766
fixed_sox2_bgz_over_dapi_gate	16	447.2239685058594	461.7875671386719	454.525634765625	14.5635986328125	819754	36	0.008247707103792992	0.0024182409241425276	0.0004030401540237546
fixed_sox2_bgz_over_dapi_gate	17	461.7876281738281	476.1015930175781	468.9639892578125	14.31396484375	819755	36	0.008392391305985965	0.0026133380787498463	0.0004355563464583077
fixed_sox2_bgz_over_dapi_gate	18	476.1015930175781	490.19207763671875	483.1618347167969	14.090484619140625	819755	36	0.008367549375786135	0.0027880271948829906	0.0004646711991471651
fixed_sox2_bgz_over_dapi_gate	19	490.1921081542969	504.16961669921875	497.18389892578125	13.977508544921875	819754	36	0.008275446417327557	0.0029490715418576023	0.0004915119236429338
fixed_sox2_bgz_over_dapi_gate	20	504.1696472167969	518.2131958007812	511.17779541015625	14.043548583984375	819756	36	0.00807588112850984	0.0030788509237736515	0.0005131418206289419
fixed_sox2_bgz_over_dapi_gate	21	518.2131958007812	532.550048828125	525.3401489257812	14.33685302734375	819760	36	0.0077536335512478315	0.003184683901865455	0.0005307806503109092
fixed_sox2_bgz_over_dapi_gate	22	532.550048828125	547.5802001953125	539.98583984375	15.0301513671875	819757	36	0.00733141207213824	0.003256782091734845	0.0005427970152891409
fixed_sox2_bgz_over_dapi_gate	23	547.5802001953125	564.0034790039062	555.6431274414062	16.42327880859375	819756	36	0.006877902710887914	0.0033167176533283895	0.0005527862755547316
fixed_sox2_bgz_over_dapi_gate	24	564.0034790039062	582.607421875	573.0750732421875	18.60394287109375	819764	36	0.0063317772647779845	0.0034251303413019847	0.0005708550568836641
fixed_sox2_bgz_over_dapi_gate	25	582.607421875	604.9051513671875	593.358642578125	22.2977294921875	819755	36	0.005551820640296985	0.003377197746474044	0.0005628662910790073
fixed_sox2_bgz_over_dapi_gate	26	604.9052124023438	634.081298828125	618.6015014648438	29.17608642578125	819758	36	0.004316810128835237	0.003442419331443825	0.0005737365552406375
fixed_sox2_bgz_over_dapi_gate	27	634.081298828125	686.9393310546875	656.6654663085938	52.8580322265625	819755	36	0.0027367869234795864	0.0033470833295310407	0.0005578472215885068
fixed_sox2_bgz_over_dapi_gate	28	686.939453125	906.60498046875	729.4296875	219.66552734375	422277	35	0.0009041440477761041	0.0008031173383999217	0.00013575160711898712
fixed_t_bgz_over_dapi_gate	0	0.09012401849031448	110.72789001464844	73.79715728759766	110.63776599615812	819754	36	0.006536406736510496	0.001068013748822726	0.00017800229147045435
fixed_t_bgz_over_dapi_gate	1	110.72795867919922	156.5625762939453	134.95480346679688	45.834617614746094	819755	36	0.006569535898355146	0.0009571110160959541	0.00015951850268265902
