source_path	dest_name	bytes	sha256	source_sha256
FOXF1_BMP4_3d_timelapse/results/ilastik/projects/pixelclass_FOXF1_BMP4_3d_timelapse.ilp	pixelclass_FOXF1_BMP4_3d_timelapse.ilp	6196181	4b7e4ad482983181a62a0747e7dd1e52a96cb851a0d85ec75b0df21109e580a1	c4b85a4c0ef0e36ab4047ebb6381c526482136f57f45a0c41966c60851e27d22
