cohort_label	file_id	file_path	marker_key	bin_index	bin_center_um	positive_fraction	positive_intensity_fraction	intensity_fraction	soft_intensity_fraction
baseline	2	data/2026-02-27-magnet-print(FOXF1 cells)/day5 after fix and stain (647PAX8)/2.czi	pax8	12	222.3641834761713		0.0	1.6216057729532507e-07	0.0
baseline	2	data/2026-02-27-magnet-print(FOXF1 cells)/day5 after fix and stain (647PAX8)/2.czi	pax8	13	240.15331815426498		0.0	0.0	0.0
baseline	2	data/2026-02-27-magnet-print(FOXF1 cells)/day5 after fix and stain (647PAX8)/2.czi	pax8	14	257.9424528323587		0.0	0.0	0.0
baseline	2	data/2026-02-27-magnet-print(FOXF1 cells)/day5 after fix and stain (647PAX8)/2.czi	pax8	15	275.7315875104524		0.0	0.0	0.0
baseline	2	data/2026-02-27-magnet-print(FOXF1 cells)/day5 after fix and stain (647PAX8)/2.czi	pax8	16	293.5207221885461		0.0	0.0	0.0
baseline	2	data/2026-02-27-magnet-print(FOXF1 cells)/day5 after fix and stain (647PAX8)/2.czi	pax8	17	311.30985686663985		0.0	0.0	0.0
baseline	2	data/2026-02-27-magnet-print(FOXF1 cells)/day5 after fix and stain (647PAX8)/2.czi	pax8	18	329.0989915447335		0.0	0.0	0.0
baseline	2	data/2026-02-27-magnet-print(FOXF1 cells)/day5 after fix and stain (647PAX8)/2.czi	pax8	19	346.88812622282717		0.0	0.0	0.0
baseline	2	data/2026-02-27-magnet-print(FOXF1 cells)/day5 after fix and stain (647PAX8)/2.czi	pax8	20	364.67726090092094				
baseline	2	data/2026-02-27-magnet-print(FOXF1 cells)/day5 after fix and stain (647PAX8)/2.czi	pax8	21	382.4663955790146				
baseline	2	data/2026-02-27-magnet-print(FOXF1 cells)/day5 after fix and stain (647PAX8)/2.czi	pax8	22	400.25553025710826				
