source_path	dest_name	bytes	sha256
FOXF1_BMP4_timelapse/rfp-yfp/condition_threshold_state_panels/condition_population_mean_sem.csv	condition_population_mean_sem.csv	245760	9a7327f88c9c9a3336ec1a35a4743eb8daafd84a989fee78d08db1fd82d764ff
FOXF1_BMP4_timelapse/rfp-yfp/condition_threshold_state_panels/condition_state_count_mean_sem.csv	condition_state_count_mean_sem.csv	283784	f06df6d872ed1b2e1e3aca7a08c4371e1b91f8ed2ffa58a948a2d9af197bddd8
