source_path	dest_name	bytes	sha256
cotransplant_fig5_quant_2026-06-27/results/tables/05_per_organoid_metrics_all13.tsv	05_per_organoid_metrics_all13.tsv	6273	e05dc99b6a0dbf174f0b7fa80e0f150fd6fa8941cd703b532b49cda1a43ddc3f
cotransplant_fig5_quant_2026-06-27/results/tables/05_per_z_metrics_fix.tsv	05_per_z_metrics_fix.tsv	2452	e37f6bd588a488dace5b83c5733acd42f2fe5bdde4a2c49dad485911aa784b02
