position_label	reporter	metric_name	halfmax_time_hours
Pos19	RFP	positive_fraction_sigma4	9.66212721550115
Pos19	YFP	positive_fraction_sigma4	64.65128988596152
Pos2	RFP	positive_fraction_sigma4	13.10883663402514
Pos2	YFP	positive_fraction_sigma4	35.35783978672
Pos20	RFP	positive_fraction_sigma4	12.797545125297274
Pos20	YFP	positive_fraction_sigma4	59.4718993678713
Pos21	RFP	positive_fraction_sigma4	5.425302219593879
Pos21	YFP	positive_fraction_sigma4	13.73017546872956
Pos22	RFP	positive_fraction_sigma4	3.5783265913138167
Pos22	YFP	positive_fraction_sigma4	10.533055838397836
Pos23	RFP	positive_fraction_sigma4	10.448174438360041
Pos23	YFP	positive_fraction_sigma4	28.90796937213621
Pos24	RFP	positive_fraction_sigma4	7.289922418468646
Pos24	YFP	positive_fraction_sigma4	6.748871702817686
Pos25	RFP	positive_fraction_sigma4	5.284176029702788
Pos25	YFP	positive_fraction_sigma4	29.184247865082437
Pos26	RFP	positive_fraction_sigma4	5.0037653573299385
Pos26	YFP	positive_fraction_sigma4	60.285067487337194
Pos27	RFP	positive_fraction_sigma4	8.481351768778696
Pos27	YFP	positive_fraction_sigma4	61.545004706772346
Pos28	RFP	positive_fraction_sigma4	7.657592774452207
Pos28	YFP	positive_fraction_sigma4	64.50360147207802
Pos29	RFP	positive_fraction_sigma4	22.083884303423908
Pos29	YFP	positive_fraction_sigma4	62.38187323488413
Pos3	RFP	positive_fraction_sigma4	5.250003772774738
Pos3	YFP	positive_fraction_sigma4	24.568092058351215
Pos30	RFP	positive_fraction_sigma4	13.866536364396074
Pos30	YFP	positive_fraction_sigma4	14.868081747950185
Pos31	RFP	positive_fraction_sigma4	9.432270517024127
Pos31	YFP	positive_fraction_sigma4	61.98132390617346
Pos32	RFP	positive_fraction_sigma4	9.883554654636425
Pos32	YFP	positive_fraction_sigma4	5.9441579982282615
Pos33	RFP	positive_fraction_sigma4	0.0
Pos33	YFP	positive_fraction_sigma4	61.206234460343836
Pos34	RFP	positive_fraction_sigma4	12.329299831113602
Pos34	YFP	positive_fraction_sigma4	6.742792284196648
Pos35	RFP	positive_fraction_sigma4	9.389180639969755
Pos35	YFP	positive_fraction_sigma4	65.26270471768615
Pos36	RFP	positive_fraction_sigma4	8.222198810286462
Pos36	YFP	positive_fraction_sigma4	
Pos37	RFP	positive_fraction_sigma4	6.017536152053761
Pos37	YFP	positive_fraction_sigma4	18.6090971495396
Pos38	RFP	positive_fraction_sigma4	10.436599156170912
Pos38	YFP	positive_fraction_sigma4	25.6526840559937
Pos39	RFP	positive_fraction_sigma4	7.884952842628809
Pos39	YFP	positive_fraction_sigma4	23.2169845345324
Pos4	RFP	positive_fraction_sigma4	7.248455563794947
Pos4	YFP	positive_fraction_sigma4	57.60324072089424
Pos40	RFP	positive_fraction_sigma4	8.347920581242265
Pos40	YFP	positive_fraction_sigma4	59.48011711857225
Pos41	RFP	positive_fraction_sigma4	13.000296238616222
Pos41	YFP	positive_fraction_sigma4	30.623672043597658
Pos42	RFP	positive_fraction_sigma4	16.83395910411148
Pos42	YFP	positive_fraction_sigma4	56.647878015572054
Pos43	RFP	positive_fraction_sigma4	8.752704016295885
Pos43	YFP	positive_fraction_sigma4	16.41726616625829
Pos44	RFP	positive_fraction_sigma4	10.967277111488308
Pos44	YFP	positive_fraction_sigma4	64.54181404925139
Pos45	RFP	positive_fraction_sigma4	15.153226012556061
Pos45	YFP	positive_fraction_sigma4	38.05707274575786
Pos46	RFP	positive_fraction_sigma4	22.26074941215212
Pos46	YFP	positive_fraction_sigma4	57.02763598815598
Pos47	RFP	positive_fraction_sigma4	3.9501466409251704
